username,review_text,rating,at,appversion,sentiment,label_source,review_length
dandi fernando,Gua mo pulang eh aplikasi nya erorr lokasi ngga kedetect,1,2023-12-11 11:07:35,4.80.1,negative,rating_rule,56
Komang Anggi,Apk KontoI bod0 nya Bangsayt Main Banned akun aja jadi dipersusah mau belanja Apa apa Minimal Ya Gak Di banned juga Akun gwe,1,2023-12-11 10:36:06,4.80.1,negative,rating_rule,124
Zedi Muafrian,Ini kenapa mesin gocar tidak bisa memilih lokasi,2,2023-12-11 11:04:45,4.80.1,negative,rating_rule,48
Idfir Dane,Aplikasi Ampas minimal diperbaiki ngapa mapnya gopaynya ngelagnya ngecrashnya patah2nya gofoodnya sering error ini update mulu ngabisin memori aja tapi apa coba yang diperbaikin,1,2023-12-11 10:46:38,4.80.1,negative,rating_rule,177
Andi Anugrah,Gofood error sejak tadi sore,1,2023-12-11 10:42:05,4.80.1,negative,rating_rule,28
Salmah Azizah,ini gojek kenapaa sii jelek bgtt,1,2023-12-11 09:51:47,4.80.1,negative,rating_rule,32
Siti zahrotul Mahsunah,Eror setiap mau di pakek tidak dpat mendeteksi lokasi penjemputan,1,2023-12-11 10:39:09,4.80.1,negative,rating_rule,65
Atika RosmaS,Sangat membantu skali,5,2023-12-13 06:54:54,4.80.1,positive,rating_rule,21
Rizal 12,Ntab,5,2023-12-15 03:30:19,4.80.1,positive,rating_rule,4
Faizal Aji Kurniawan,aplikasi sering crash secara tiba,3,2023-12-11 05:01:03,4.80.1,neutral,rating_rule,33
Ria wati,Sangat jelek aplikasi nya,1,2023-12-11 02:24:29,4.80.1,negative,rating_rule,25
obenk ska,pesen makananan sampainya 1 jam aplikasi gak ngotak,1,2023-12-14 15:51:17,4.80.1,negative,rating_rule,51
Yudhi Didi,Terimakasih Service nya Baguss,5,2023-12-23 04:42:30,4.80.1,positive,rating_rule,30
Herlangga Pratama,Good job selama ada payleter,5,2023-12-15 16:56:33,4.80.1,positive,rating_rule,28
Desy Mawaddah Irlianty,Tidak ada kontak CS yang bisa dihubungi secara langsung Hanya cs bot yang menjawab,3,2023-12-21 14:46:41,4.80.1,neutral,rating_rule,82
27_ReivaldoC._XI Mipa H (Rei),Aplikasi tolol ongkir sini sana aja 12k padahal gak ada 1km aplikasi aneh,1,2023-12-14 12:39:56,4.80.1,negative,rating_rule,73
Han,Tidak sesuai dengan harga yang di toko,2,2023-12-16 01:43:22,4.80.1,negative,rating_rule,38
Muhamad Bayu Darmawan,GOFOOD MAKIN HARI MALAH MAKIN MAHAL DAN JUGA LAMA MASA PESEN GADO GADO CUMAN 1 KM AJA NUNGGU SAMPE 50 MENIT DAN ADA BEBERAPA RESTO YANG MAKSA DENGAN MENGISI OUT OF STOK PADA TAMBAHAN MAKANAN HADEHHHHHHH,1,2023-12-14 10:33:57,4.80.1,negative,rating_rule,202
Agung IzulHaq,Semoga ngga kaya sebelah ya min,5,2023-12-14 09:38:29,4.80.1,positive,rating_rule,31
Fatur Rahman,Semenjak 2 Minggu yang lalu aplikasi gojek sangat mengecewakan gopaylater saya diblokir padahal selalu bayar tepat waktu dan selalu force close apa bila saat memesan makanan terimakasih,1,2023-12-11 05:20:51,4.80.1,negative,rating_rule,185
Reza Alfaro,Ribet pakai gopay transaksi gagal tp uang sudah 5 hari blm kembali ke akun kecewa,1,2023-12-11 07:47:47,4.80.1,negative,rating_rule,81
irfan darmawan,Tidak bisa kirim ke gopay atau pun bank,1,2023-12-14 06:55:56,4.80.1,negative,rating_rule,39
Bella Chua,Kenapa setelah pembaruan ini aplikasi terhenti ya,1,2023-12-15 11:31:17,4.80.1,negative,rating_rule,49
Hadi Baja,Parah Gopay later gak bisa digunakan Ganti alamat email saja susah dan tidak direspon,1,2023-11-29 11:26:05,4.8.1,negative,rating_rule,85
Pengguna Google,sgt berguna dan terlalu sngt sering di update 06 03 2020 up date 18 03 2020 21 04 2020 26 04 2020 30 04 2020 02 05 2020 26 05 20 30 06 20 06 07 20 01 09 20 20 09 20 22 09 20 30 09 20 26 11 20 22 12 20 10 02 2021,2,2023-08-22 06:04:58,4.8.1,negative,rating_rule,211
fajri fairil haq,Plis tolong saring driver2 yg kgk punya attitud d baikin malah kasar bilangnya banyak orderan sambil koar2 hargai saya Gua trauma mesen gopud jdnya,1,2023-11-19 17:21:25,4.8.1,negative,rating_rule,147
affhantfsy _,Ajglogin aja ribetmana link nya gk bisa bgsd,1,2021-12-25 08:00:53,4.8.1,negative,rating_rule,44
Ariansyah Putra,Sangat membantu diperjalanan,5,2023-09-21 08:44:37,4.8.1,positive,rating_rule,28
Rodiyah Diyah,Drever di serang sedikit dan susah dpat drever nya perlu tambah drever di serang,1,2021-12-23 16:07:54,4.8.1,negative,rating_rule,80
Rizqi Ardiansyah,WOW,4,2023-09-02 00:12:30,4.8.1,positive,rating_rule,3
Siddiq Ojan,Abis update gabisa untuk pembayaran googleplay,4,2021-12-23 12:21:10,4.8.1,positive,rating_rule,46
Pengguna Google,Buat masukk gak bisa2,1,2023-09-25 21:02:31,4.8.1,negative,rating_rule,21
widodo ap,semoga semakin lebih baik,5,2021-12-23 10:30:07,4.8.1,positive,rating_rule,25
Yudi Cell,Biaya amplikasi jangan mahal2 kasian kalau yg pesan food,3,2023-10-05 07:23:37,4.8.1,neutral,rating_rule,56
Agus Jui Purmawan,Slalu memberi solusi disaat dlm keterbatasan,5,2021-12-21 09:29:14,4.8.1,positive,rating_rule,44
Rickya Chanel,semakin baru aplikasinya semakin gak karuan,1,2023-10-10 01:09:37,4.8.1,negative,rating_rule,43
beni herawan,Gopay Latet turun jadi 500 dan sekarang malah ga bisa di pake padahal limitnya ada Cuman jadi pajangan,1,2023-11-04 07:14:48,4.8.1,negative,rating_rule,102
BIGG bangMART,Indonesia mantulllllllll,5,2021-12-22 22:15:25,4.8.1,positive,rating_rule,24
Haris Suryawanda,Gojek memberi pelayanan terbaik,5,2022-01-03 20:29:49,4.8.1,positive,rating_rule,31
Windi Widiati,Aplikasi GOJEK sekarang gak masuk di akal masa saya dapet driver yg jauh2 jarak driver ada kali 6kilo ke titik penjemputan emg gojek makin kesini makin kurang efisien,1,2023-05-12 11:20:50,4.8.1,negative,rating_rule,166
KT Official Chanel27,Kgaa jls mesen gojek penumpang tapi dapat driver nya melebih dri 2 menit terlalu lama padahal ada driver yg Deket,1,2023-05-23 07:47:44,4.8.1,negative,rating_rule,113
Dwi Anggraini,driver tampaknya tidak siap di berbagai tempat sehingga kadang ingin makan di tempat yg lokasi tertentu tidak bisa Tamoaknya driver hanya siap di kota saja sehingga pilihan pesan makanannya terbatas tidak sesuai yg tertera di Go food,1,2023-05-28 08:21:37,4.8.1,negative,rating_rule,233
Just Mahran,KEBANYAKAN UPDATE APK,1,2022-01-01 07:35:08,4.8.1,negative,rating_rule,21
Ririn Permata,rugi sih beli paket new langganan untuk gofood 45ribu untuk 1 bulan promo ga ada yg murah itu pun ke bantu pake paylater diskon 10ribu dikasih vocer mahal yg ga ke pake disc 30 30ribu minimal 100ribu jir buat apaan itu mendingan promo dari tokony kasih vocer disc 40 25ribu minimal 25 ribu itu udh wort it tapi dikasih 3 biji pula minimal mah dpt vocerny bisa di gabunginlah walapun kek gitu,1,2023-06-05 14:08:55,4.8.1,negative,rating_rule,391
SUHERMAN,Kalo dipake tiap hari voucher potongan harga ngga ada jd jatuhnya mahal Pernah Driver datang secara bersamaan harusnya bisa otomatis cancel kalo pesan driver lain,3,2023-06-11 03:28:58,4.8.1,neutral,rating_rule,162
Dianni Lb,Tuh udh gua kasih bintang 5,5,2022-01-01 04:02:50,4.8.1,positive,rating_rule,27
ibro junior,Good jobb,5,2023-06-28 18:15:04,4.8.1,positive,rating_rule,9
Abdul Mutolib,buat rina aulia  aku tau kamu memiliki akun gojek dan semoga kamu membaca tulisan ini Jjur aku sayang banget sama kamu tapi aku gk berani mengungkapkannya langsung karna kamu dah punya pacar,1,2021-12-29 18:21:13,4.8.1,negative,rating_rule,190
Nama Anonim,Tf lewat gopay ga masuk masuk padahal dana sngat perlu untuk pembayaran tiket kaya gini udah k potong banyak ga nyisain saldo ternyata menunggu mau byar tiket bingung nunggu saldo balik baru byar tiket keburu d pecat kantor  ga ada solusi cm d suruh nunggu dngan alasan sedang pemeliharaan padahal d coba tf k bank lain lancar lancar aja aplikasi sudah mulai molor,1,2023-07-10 08:17:45,4.8.1,negative,rating_rule,364
Eko Junyanto,Dear team gojek saya bug tidak bisa masuk aplikasi,3,2023-07-15 12:08:48,4.8.1,neutral,rating_rule,50
chairanis ws,Ga guna nlp CS jg ga ngebantu sama sekali akun tb2 gabisa dipake pesen2 ditanya knp gada jawabannya cuma itu aja Ngapain aku abis2in pulsa nlp CS,1,2021-12-28 06:59:09,4.8.1,negative,rating_rule,145
Sugito,Gojek saya sudah melamar beberapa bulan lalu di goparner koq blm dipanggil panggil ya Padahal teman2 saya yg baru melamar langsung dipanggil Koq saya blm ya Padahal persyaratan saya lengkap Padahal masih ada bukaan dibandar lampung,5,2021-12-27 06:57:34,4.8.1,positive,rating_rule,231
Asep Aja,Gojek semakin mantapdan semakin lengkapsukses slalu,5,2021-12-18 03:37:42,4.8.1,positive,rating_rule,51
Muhammad Nawardi,Driver Gojek masih tahu tata kerama santun dlm melayani konsumenwalau masih saja ada yg harus diingatkan Khususnya ber helm buat penumpang,5,2021-12-26 04:52:03,4.8.1,positive,rating_rule,138
Bronowati Isdiyatno,Wow Wow ini Aplikasi Anak bangsa yang Sangat luar biasa mekipun terik matahari hujan tetapi orderan di jalan kan dengan baik aku mengapresiasi terimakasih karena selama ini selalu membantu saat masa Corona Makasih,5,2021-12-26 03:40:54,4.8.1,positive,rating_rule,213
Ulat Kepompong,Kenapa saya mau beli paket internet di my telkomsel gk bisa dibayar pakai gopay malah masuk ke playstore padahal aplikasi sudah sama2 versi terbaru,3,2023-08-01 23:30:45,4.8.1,neutral,rating_rule,147
viola arrubiah,gojek paylatter saya juga tiba2 tidak bisa di gunakan  tulisan nya jatuh tempo tapi riwayat nya berapa juga ga ada  mau bayar tidak bisa  gimana nih min nanti kalau d diemin ga muncul2 tagihan nya membengkaakk,1,2023-08-04 01:40:20,4.8.1,negative,rating_rule,209
Sarihat Zee,Pemula,4,2021-12-25 11:16:40,4.8.1,positive,rating_rule,6
Erdin,Untuk pelanggan yg memakai aplikasi ini Jangan asal ngasih bintang dikarnakan kalian gk tau kodisi abang ojol dilapangan gimna Entah dia blm makan Entah dia mikirin keluarga nya dirumah,5,2023-08-06 00:45:11,4.8.1,positive,rating_rule,185
Yosef Bayuono,Okayy,5,2021-12-19 14:01:56,4.8.1,positive,rating_rule,5
Heni Hendrawatifavezy,Mudah dan efesien,5,2021-12-05 11:37:00,4.8.1,positive,rating_rule,17
Darwi Aja,Saya kecewa sama gopay masa tanpa peringatan akun saya langsung diblokir katanya ada transakasi mencurigakan padahal setiap transaksi ke rekning bank kan selallu bayar adminitarasi dimintak alaesan jawaban gk pernah ada penjelasan pelanggarn apa yg sya lakukan harusnya ada paenjelasan konkrit masalh transaksi yg mecurigakan itu yg seperti apa,1,2021-12-17 15:40:40,4.8.1,negative,rating_rule,344
Sundajaya Bandung,jl sukarno hatta g haji hasan 2 rt02 rw 07 bbk cioaray bdg,5,2021-11-23 10:39:54,4.8.1,positive,rating_rule,58
Yan Setiawan,Kurang banyak promo nya,2,2021-11-22 00:52:59,4.8.1,negative,rating_rule,23
Akhmad Amari,Bagus dan perfecto,5,2021-11-21 03:36:41,4.8.1,positive,rating_rule,18
taint ozak,Aplikasinya semakin berat,1,2021-11-17 13:22:35,4.8.1,negative,rating_rule,25
weldi chanell,Pesan makanan harga 16 ribu jaraknya hanya Deket tau2 di suruh bayar 30 ribu mau merampok kah,1,2021-11-15 14:57:33,4.8.1,negative,rating_rule,93
Soma Santoso,Eror gabisa dibuka,1,2021-11-14 05:18:36,4.8.1,negative,rating_rule,18
Firda Prilia,Pemblokiran akun secara misterius ga tau asal muasalnya kenapa tidak diberi tahu alasannya langsung main suspend aja padahal tidak pernah cancel orderan tidak pernah kasih rating jelek ke driver tidak pernah gonta ganti device tau2 diblokir aja dan sama sekali ga dikasih kesempatan banding Bye gojek selamat kehilangan salah satu pundi2 uangmu padahal saya pelanggan loyal sejak 2016,1,2021-11-12 16:00:21,4.8.1,negative,rating_rule,384
happy family anak anak bermain,Kenapa menginstal nya lama sekali,5,2021-11-12 03:33:00,4.8.1,positive,rating_rule,33
Dwi Arini Putri,Kenapa saya tidak dapat menginstal aplikasi lagi setelah sempet saya hapus karena sering erorr,3,2023-12-24 07:25:13,4.8.1,neutral,rating_rule,94
ASEP SUHENDAR,Sangat membantu dalam setiap perjalanan saya Trims,5,2023-12-23 02:40:35,4.8.1,positive,rating_rule,50
Ipoel Part,Iya,5,2021-11-07 20:36:18,4.8.1,positive,rating_rule,3
HYDRA ACADEMY,aplikasi ini tidak bisa dipercaya saya pengguna baru aplikasi gojek baru 1 minggu pemakaiyan aplikasi saldo gopay langsung terkunci saya sudah mlakukan berbagai langkah agar saldo gopay dapat dipakai kembali tapi hasilny tidak ada tindakan dari aplikasi ini sampei sekarang saldo saya terkunci dengan sisa saldo yg lumyan banyak jdi saya sarankan untuk tidak memakai aplikasi ini saya pnya bukti nyatajika kalian meragukan saya,1,2021-11-26 10:43:49,4.8.1,negative,rating_rule,427
DIE project,Hargai perjuangan develop dengan bintang  ngoding itu susah,5,2021-11-28 01:46:14,4.8.1,positive,rating_rule,59
muhammad ziqri,Tiba2 suka eror ga jelas orang mau trasfer buru2 malah eror proses payah,1,2021-12-15 14:55:19,4.8.1,negative,rating_rule,72
zainal arifin,cepattepataman,2,2021-12-09 08:45:02,4.8.1,negative,rating_rule,14
Sherly Febriyana,Stop ruining other peoples relationships,5,2021-12-08 07:34:31,4.8.1,positive,rating_rule,40
Anisa Nabella Puspitasari,Dari kemarin kok ngebug yasaya pesan makanan ga bisa jadinyaTolong diperbaiki,1,2021-12-08 04:10:07,4.8.1,negative,rating_rule,77
Putri Anatasya,Draivernya banyak yang gk sopann,1,2021-12-07 11:22:37,4.8.1,negative,rating_rule,32
Caplank Schweinz,Penjajah jaman sekarang harga ongkir mahal tapi masuk ke drivernya murah kasian banyak keluarga mitranya kelaparan,1,2023-12-11 10:15:22,4.8.1,negative,rating_rule,114
Ani Syafa'ah,Ga bisa login Udah du coba install ulang berkali tetep ga bisaaaaa,1,2023-04-25 02:55:25,4.8.1,negative,rating_rule,66
Masjhur Saleh,Gofoodnya lbh mahalbyk biaya ini itu,1,2021-12-05 05:54:18,4.8.1,negative,rating_rule,36
Diki Supriyatna,Mending hapus aja bro akun nya punya saya aja ga bisa balik lgi dengan indikasi akun fiktif padahal gopay ada saldo nya udah habis pulsa besar buat tlpon ke cs tpi ga da hasil untuk balikin akun saya mending di apus aja apk yg lain bisa di buka lgi ini ga bisa mnding delet aja ga bisa kopratif,1,2021-12-05 02:00:02,4.8.1,negative,rating_rule,294
Marsudi,Mohon bantuanya no hp saya sudah g aktif dan saya lupa no nyagmn cara nya bisa log in,5,2021-12-01 04:09:29,4.8.1,positive,rating_rule,85
wisman purnama,Gocar,5,2021-11-30 10:12:04,4.8.1,positive,rating_rule,5
Junaidi Jd,Maksimal,5,2021-11-29 07:10:54,4.8.1,positive,rating_rule,8
A Gunawan,Cool,5,2021-11-29 06:58:20,4.8.1,positive,rating_rule,4
Billy Icang2,cek,5,2021-11-29 04:20:48,4.8.1,positive,rating_rule,3
Badar Udin,Tops,5,2022-01-09 07:07:43,4.8.1,positive,rating_rule,4
Maulana Putra,Aplikasi sampah,1,2022-04-18 14:48:02,4.8.1,negative,rating_rule,15
fan duff,Kl blm diupdate super lemot,5,2022-03-22 03:16:52,4.8.1,positive,rating_rule,27
Jaiz 01,Ke masjid kuba 99,5,2022-07-26 02:22:17,4.8.1,positive,rating_rule,17
Toni Tarmijaya,jangan mau downloadgopay saya 156rb dikunci dg alasan terdeteksi transaksi mencurigakansudah dicoba nelpon tidak ada penjelasan lebih detail katanya aman jika hp dicopetjaminan saldo kembaliboro2 aman dr malinggopay kita sendiri dikunci oleh merekahebatdisaat dompet digital lain gak ada yg mengunci dana penggunadompet digital gojek menjadi pelopor pertama yg mengunci dana pemakai tanpa memberitahu rinci transaksi mencurigakanauto uninstaljgn harap dpt duet sepeserpun dari saya lg cuih,1,2022-07-23 22:45:26,4.8.1,negative,rating_rule,489
Eha Julaeha,Blm pernah,3,2022-07-16 12:26:21,4.8.1,neutral,rating_rule,10
Abhi R,Mudah diaplikasikan dan terpercaya,5,2022-07-10 14:25:49,4.8.1,positive,rating_rule,34
Hasan Basuki,Sangatlah mudah,5,2022-06-21 05:05:55,4.8.1,positive,rating_rule,15
Dadang Wardaya,Uwoww,5,2022-03-25 03:52:01,4.8.1,positive,rating_rule,5
maulana ab,Driver pada sok nolak orderan Belagu giliran gada orderan nanges,1,2022-07-08 03:22:35,4.8.1,negative,rating_rule,64
Cinta Band,Aziz Nurahman,5,2022-06-22 12:15:40,4.8.1,positive,rating_rule,13
Zahra Zuraida,Apa cuma saya yang kalo buka aplikasi tuh lamaaaaaaaaa banget,2,2022-03-25 13:57:24,4.8.1,negative,rating_rule,61
Blissful Sylfia,Helpfull maturnuwun gojek,5,2022-06-22 01:37:38,4.8.1,positive,rating_rule,25
Dong Feng,Pindah grab aja ongkir unlimited gojek ongkir gak konsisten selalu berubah tiap menit cs juga kek kontolll,1,2022-07-27 13:34:23,4.8.1,negative,rating_rule,106
Ragil Prasetia,Dua bintang aja dulu coz tidak bisa gopaylater,2,2022-03-22 02:43:59,4.8.1,negative,rating_rule,46
Dokter Aruna,Sangat lama sekali proses unduhannya,1,2022-07-29 23:55:04,4.8.1,negative,rating_rule,36
Hendri Arzandi,Tidak jelas di uraian keterangan gratis ongkir ketika pesanan udah dibuat malah plus ongkir,1,2022-08-10 14:11:18,4.8.1,negative,rating_rule,91
Fifi Fransiska,banyakin promo min,5,2022-08-16 23:08:04,4.8.1,positive,rating_rule,18
Don Juan,Mantulllll,5,2022-03-18 07:54:29,4.8.1,positive,rating_rule,10
Ferdi Gpk,KECEWA GABISA GABUNG VOUCHER,1,2022-08-18 13:34:11,4.8.1,negative,rating_rule,28
Latata hfp,Makin payah semua driver sedang sibuk lah,1,2022-03-15 18:27:13,4.8.1,negative,rating_rule,41
Zuris Tya,Saya sangat senang dengan aplikasi ini,5,2022-03-13 00:33:57,4.8.1,positive,rating_rule,38
helmi maulida rahmah,Gopay later cicil sya tdak bisa d gunakan percuma dh dftar gopaylater cicil gak bisa d pke Stiap mau blnja d tokopedia tetep gopaylater cicil ny tidak muncul Yg ada gopay later biasa,2,2022-03-11 09:23:46,4.8.1,negative,rating_rule,182
aulia store,Dulu suka karena murah sekarang kurang suka agak mahal harusnya kalau jarak dekat dulu 4000 naiknya jangan 10000 7000 kan bisa Kalau biss dibuatkan Gojek lite karene sering pembaruan jadi memenuhi memori,3,2022-08-27 08:12:10,4.8.1,neutral,rating_rule,203
Aa,The best  pasti ada jalan,5,2022-03-08 11:50:07,4.8.1,positive,rating_rule,25
Sahlul Furqon,Jangan suka ngasih promo pake paylater membiasakan orang pakai paylater gak baik,1,2022-03-26 04:39:14,4.8.1,negative,rating_rule,80
yuliana istichomah,Kadang gps nya ngawur,4,2022-09-01 14:53:51,4.8.1,positive,rating_rule,21
Wd Resianna,Hay gojek  kenapa aplikasi ini gak bisa di instal yah resah nih masih ada gopaynya,1,2022-04-07 03:27:01,4.8.1,negative,rating_rule,82
Agus Riyanto,Tidak terlihat driiver nya,5,2022-04-07 07:15:36,4.8.1,positive,rating_rule,26
BAHRUDIN,Kok aktivasi saya gk bisa,5,2022-04-07 21:53:11,4.8.1,positive,rating_rule,25
duan fahmi,pelayanan bagus,4,2022-05-17 05:39:44,4.8.1,positive,rating_rule,15
Nabil Airy,Aplikasinya bagus tapii tarifnya tlg jangan terlalu tinggi kasian customer yang sudah setia ke gojek Apalagi masa masa seperti ini,5,2022-05-08 00:25:52,4.8.1,positive,rating_rule,130
Clara Dewi Anggraini,BAGUS KALAU KITA PUASAEMES JADI KITA BISA PESAN GOJEK TERIMA KASI GOJEK SUDA SELAMAT TIN AKU,5,2022-04-27 00:28:30,4.8.1,positive,rating_rule,92
Teteh Pallen,War biasa,5,2022-06-11 11:11:05,4.8.1,positive,rating_rule,9
Annisa Ruhiyat1,Gasuka sekarang promo gofoodnya banyaknya menggunakan paylatermengajarkan mengutang teruspromo pakai gopaynya sedikit,3,2022-04-23 09:45:35,4.8.1,neutral,rating_rule,117
Raimu Bangset,bagusss banget tapi boong,4,2022-04-14 08:05:32,4.8.1,positive,rating_rule,25
Dewi Jumiati,memudahkan untuk memesan makanan,5,2022-05-19 04:27:19,4.8.1,positive,rating_rule,32
Mariska Maria,Bagus banget aplikasi nyaa,5,2022-04-05 08:39:22,4.8.1,positive,rating_rule,26
Daffa Munjazie,Bagus banget aplikasi nya terus improve memperbaiki kesalahannya Ehh Mimin gojek tambahin lagi promonya Yaa xixixix,5,2022-05-26 03:19:40,4.8.1,positive,rating_rule,115
Priyayi Bayat,Aplikasi gojek ini masih yang terbaik buat sayamemesan pasti adatoko yang tertera komplitpesanan cepatdrivernya super baiksaya yakin gojek akan memperbaiki kekurangannyatapi gojek ngak mau tau keluhan di lapangan sayangnya dan biaya apk nya mahal,5,2022-05-27 21:54:08,4.8.1,positive,rating_rule,246
Marky Jimmy Londah,Bagus Sekali,5,2022-04-04 07:36:43,4.8.1,positive,rating_rule,12
indah purnami,Bagus sih aplk nyawalaupun terkadang ada notifikasi daftar lagi,5,2022-04-04 05:33:18,4.8.1,positive,rating_rule,63
